year,count_date,fish_count,Species,Species_ID,count_location,count_location_ID
2019,7/2/19,154,Chinook,410,Anchor River,9
2019,7/3/19,66,Chinook,410,Anchor River,9
2019,7/4/19,174,Chinook,410,Anchor River,9
2019,7/5/19,306,Chinook,410,Anchor River,9
2019,7/6/19,81,Chinook,410,Anchor River,9
2019,7/7/19,67,Chinook,410,Anchor River,9
2019,7/8/19,51,Chinook,410,Anchor River,9
2019,7/9/19,55,Chinook,410,Anchor River,9
2019,7/10/19,32,Chinook,410,Anchor River,9
2019,7/11/19,6,Chinook,410,Anchor River,9
2019,7/12/19,15,Chinook,410,Anchor River,9
2019,7/13/19,13,Chinook,410,Anchor River,9
2019,7/14/19,10,Chinook,410,Anchor River,9
2019,7/15/19,14,Chinook,410,Anchor River,9
2019,7/16/19,13,Chinook,410,Anchor River,9
2019,7/17/19,22,Chinook,410,Anchor River,9
2019,7/18/19,15,Chinook,410,Anchor River,9
2019,7/19/19,16,Chinook,410,Anchor River,9
2019,7/20/19,9,Chinook,410,Anchor River,9
2019,7/21/19,7,Chinook,410,Anchor River,9
2019,7/22/19,5,Chinook,410,Anchor River,9
2019,7/23/19,4,Chinook,410,Anchor River,9
2019,7/24/19,3,Chinook,410,Anchor River,9
2019,7/25/19,3,Chinook,410,Anchor River,9
2019,7/26/19,3,Chinook,410,Anchor River,9
2019,7/27/19,33,Chinook,410,Anchor River,9
2019,7/28/19,38,Chinook,410,Anchor River,9
2019,7/29/19,24,Chinook,410,Anchor River,9
2019,7/30/19,8,Chinook,410,Anchor River,9
2019,7/31/19,15,Chinook,410,Anchor River,9
2018,5/1/18,0,Chinook,410,Anchor River,9
2018,5/2/18,0,Chinook,410,Anchor River,9
2018,5/3/18,0,Chinook,410,Anchor River,9
2018,5/4/18,0,Chinook,410,Anchor River,9
2018,5/5/18,0,Chinook,410,Anchor River,9
2018,5/6/18,0,Chinook,410,Anchor River,9
2018,5/7/18,0,Chinook,410,Anchor River,9
2018,5/8/18,0,Chinook,410,Anchor River,9
2018,5/9/18,0,Chinook,410,Anchor River,9
2018,5/10/18,0,Chinook,410,Anchor River,9
2018,5/11/18,0,Chinook,410,Anchor River,9
2018,5/12/18,0,Chinook,410,Anchor River,9
2018,5/13/18,0,Chinook,410,Anchor River,9
2018,5/14/18,0,Chinook,410,Anchor River,9
2018,5/15/18,0,Chinook,410,Anchor River,9
2018,5/16/18,0,Chinook,410,Anchor River,9
2018,5/17/18,0,Chinook,410,Anchor River,9
2018,5/18/18,0,Chinook,410,Anchor River,9
2018,5/19/18,0,Chinook,410,Anchor River,9
2018,5/20/18,0,Chinook,410,Anchor River,9
2018,5/21/18,0,Chinook,410,Anchor River,9
2018,5/22/18,12,Chinook,410,Anchor River,9
2018,5/23/18,6,Chinook,410,Anchor River,9
2018,5/24/18,9,Chinook,410,Anchor River,9
2018,5/25/18,10,Chinook,410,Anchor River,9
2018,5/26/18,6,Chinook,410,Anchor River,9
2018,5/27/18,8,Chinook,410,Anchor River,9
2018,5/28/18,26,Chinook,410,Anchor River,9
2018,5/29/18,13,Chinook,410,Anchor River,9
2018,5/30/18,5,Chinook,410,Anchor River,9
2018,5/31/18,9,Chinook,410,Anchor River,9
2018,6/1/18,18,Chinook,410,Anchor River,9
2018,6/2/18,11,Chinook,410,Anchor River,9
2018,6/3/18,10,Chinook,410,Anchor River,9
2018,6/4/18,15,Chinook,410,Anchor River,9
2018,6/5/18,12,Chinook,410,Anchor River,9
2018,6/6/18,41,Chinook,410,Anchor River,9
2018,6/7/18,57,Chinook,410,Anchor River,9
2018,6/8/18,48,Chinook,410,Anchor River,9
2018,6/9/18,44,Chinook,410,Anchor River,9
2018,6/10/18,55,Chinook,410,Anchor River,9
2018,6/11/18,37,Chinook,410,Anchor River,9
2018,6/12/18,48,Chinook,410,Anchor River,9
2018,6/13/18,7,Chinook,410,Anchor River,9
2018,6/14/18,31,Chinook,410,Anchor River,9
2018,6/15/18,29,Chinook,410,Anchor River,9
2018,6/16/18,0,Chinook,410,Anchor River,9
2018,6/17/18,0,Chinook,410,Anchor River,9
2018,6/18/18,1,Chinook,410,Anchor River,9
2018,6/19/18,6,Chinook,410,Anchor River,9
2018,6/20/18,4,Chinook,410,Anchor River,9
2018,6/21/18,24,Chinook,410,Anchor River,9
2018,6/22/18,37,Chinook,410,Anchor River,9
2018,6/23/18,18,Chinook,410,Anchor River,9
2018,6/24/18,10,Chinook,410,Anchor River,9
2018,6/25/18,32,Chinook,410,Anchor River,9
2018,6/26/18,14,Chinook,410,Anchor River,9
2018,6/27/18,42,Chinook,410,Anchor River,9
2018,6/28/18,23,Chinook,410,Anchor River,9
2018,6/29/18,97,Chinook,410,Anchor River,9
2018,6/30/18,60,Chinook,410,Anchor River,9
2018,7/1/18,45,Chinook,410,Anchor River,9
2018,7/2/18,70,Chinook,410,Anchor River,9
2018,7/3/18,177,Chinook,410,Anchor River,9
2018,7/4/18,101,Chinook,410,Anchor River,9
2018,7/5/18,116,Chinook,410,Anchor River,9
2018,7/6/18,98,Chinook,410,Anchor River,9
2018,7/7/18,112,Chinook,410,Anchor River,9
2018,7/8/18,62,Chinook,410,Anchor River,9
2018,7/9/18,12,Chinook,410,Anchor River,9
2018,7/10/18,13,Chinook,410,Anchor River,9
2018,7/11/18,21,Chinook,410,Anchor River,9
2018,7/12/18,16,Chinook,410,Anchor River,9
2018,7/13/18,22,Chinook,410,Anchor River,9
2018,7/14/18,23,Chinook,410,Anchor River,9
2018,7/15/18,31,Chinook,410,Anchor River,9
2018,7/16/18,164,Chinook,410,Anchor River,9
2018,7/17/18,144,Chinook,410,Anchor River,9
2018,7/18/18,184,Chinook,410,Anchor River,9
2018,7/19/18,102,Chinook,410,Anchor River,9
2018,7/20/18,40,Chinook,410,Anchor River,9
2018,7/21/18,32,Chinook,410,Anchor River,9
2018,7/22/18,52,Chinook,410,Anchor River,9
2018,7/23/18,34,Chinook,410,Anchor River,9
2018,7/24/18,22,Chinook,410,Anchor River,9
2018,7/25/18,48,Chinook,410,Anchor River,9
2018,7/27/18,60,Chinook,410,Anchor River,9
2018,7/28/18,53,Chinook,410,Anchor River,9
2018,7/29/18,45,Chinook,410,Anchor River,9
2018,7/30/18,41,Chinook,410,Anchor River,9
2018,7/31/18,25,Chinook,410,Anchor River,9
2018,8/1/18,22,Chinook,410,Anchor River,9
2018,8/2/18,31,Chinook,410,Anchor River,9
2018,8/3/18,38,Chinook,410,Anchor River,9
2018,8/5/18,18,Chinook,410,Anchor River,9
2018,8/6/18,12,Chinook,410,Anchor River,9
2018,8/7/18,14,Chinook,410,Anchor River,9
2018,8/8/18,14,Chinook,410,Anchor River,9
2017,5/3/17,0,Chinook,410,Anchor River,9
2017,5/4/17,0,Chinook,410,Anchor River,9
2017,5/5/17,0,Chinook,410,Anchor River,9
2017,5/6/17,0,Chinook,410,Anchor River,9
2017,5/7/17,0,Chinook,410,Anchor River,9
2017,5/8/17,0,Chinook,410,Anchor River,9
2017,5/9/17,0,Chinook,410,Anchor River,9
2017,5/10/17,0,Chinook,410,Anchor River,9
2017,5/11/17,2,Chinook,410,Anchor River,9
2017,5/12/17,1,Chinook,410,Anchor River,9
2017,5/13/17,22,Chinook,410,Anchor River,9
2017,5/14/17,33,Chinook,410,Anchor River,9
2017,5/15/17,59,Chinook,410,Anchor River,9
2017,5/16/17,129,Chinook,410,Anchor River,9
2017,5/17/17,92,Chinook,410,Anchor River,9
2017,5/18/17,47,Chinook,410,Anchor River,9
2017,5/19/17,53,Chinook,410,Anchor River,9
2017,5/20/17,-5,Chinook,410,Anchor River,9
2017,5/21/17,72,Chinook,410,Anchor River,9
2017,5/22/17,40,Chinook,410,Anchor River,9
2017,5/23/17,53,Chinook,410,Anchor River,9
2017,5/24/17,20,Chinook,410,Anchor River,9
2017,5/25/17,3,Chinook,410,Anchor River,9
2017,5/26/17,32,Chinook,410,Anchor River,9
2017,5/27/17,35,Chinook,410,Anchor River,9
2017,5/28/17,48,Chinook,410,Anchor River,9
2017,5/29/17,103,Chinook,410,Anchor River,9
2017,5/30/17,59,Chinook,410,Anchor River,9
2017,5/31/17,5,Chinook,410,Anchor River,9
2017,6/1/17,146,Chinook,410,Anchor River,9
2017,6/2/17,83,Chinook,410,Anchor River,9
2017,6/3/17,73,Chinook,410,Anchor River,9
2017,6/4/17,126,Chinook,410,Anchor River,9
2017,6/5/17,97,Chinook,410,Anchor River,9
2017,6/6/17,174,Chinook,410,Anchor River,9
2017,6/7/17,70,Chinook,410,Anchor River,9
2017,6/8/17,212,Chinook,410,Anchor River,9
2017,6/9/17,105,Chinook,410,Anchor River,9
2017,6/10/17,61,Chinook,410,Anchor River,9
2017,6/11/17,227,Chinook,410,Anchor River,9
2017,6/12/17,146,Chinook,410,Anchor River,9
2017,6/13/17,134,Chinook,410,Anchor River,9
2017,6/14/17,64,Chinook,410,Anchor River,9
2017,6/15/17,384,Chinook,410,Anchor River,9
2017,6/16/17,101,Chinook,410,Anchor River,9
2017,6/17/17,109,Chinook,410,Anchor River,9
2017,6/18/17,196,Chinook,410,Anchor River,9
2017,6/19/17,81,Chinook,410,Anchor River,9
2017,6/20/17,120,Chinook,410,Anchor River,9
2017,6/21/17,89,Chinook,410,Anchor River,9
2017,6/22/17,71,Chinook,410,Anchor River,9
2017,6/23/17,34,Chinook,410,Anchor River,9
2017,6/24/17,57,Chinook,410,Anchor River,9
2017,6/25/17,97,Chinook,410,Anchor River,9
2017,6/26/17,108,Chinook,410,Anchor River,9
2017,6/27/17,37,Chinook,410,Anchor River,9
2017,6/28/17,49,Chinook,410,Anchor River,9
2017,6/29/17,61,Chinook,410,Anchor River,9
2017,6/30/17,67,Chinook,410,Anchor River,9
2017,7/1/17,40,Chinook,410,Anchor River,9
2017,7/2/17,65,Chinook,410,Anchor River,9
2017,7/3/17,113,Chinook,410,Anchor River,9
2017,7/4/17,66,Chinook,410,Anchor River,9
2017,7/5/17,104,Chinook,410,Anchor River,9
2017,7/6/17,132,Chinook,410,Anchor River,9
2017,7/7/17,125,Chinook,410,Anchor River,9
2017,7/8/17,96,Chinook,410,Anchor River,9
2017,7/9/17,35,Chinook,410,Anchor River,9
2017,7/10/17,27,Chinook,410,Anchor River,9
2017,7/11/17,24,Chinook,410,Anchor River,9
2017,7/12/17,43,Chinook,410,Anchor River,9
2017,7/13/17,117,Chinook,410,Anchor River,9
2017,7/14/17,76,Chinook,410,Anchor River,9
2017,7/15/17,22,Chinook,410,Anchor River,9
2017,7/16/17,23,Chinook,410,Anchor River,9
2017,7/17/17,18,Chinook,410,Anchor River,9
2017,7/18/17,48,Chinook,410,Anchor River,9
2017,7/19/17,44,Chinook,410,Anchor River,9
2017,7/20/17,45,Chinook,410,Anchor River,9
2017,7/21/17,25,Chinook,410,Anchor River,9
2017,7/22/17,17,Chinook,410,Anchor River,9
2017,7/23/17,24,Chinook,410,Anchor River,9
2017,7/24/17,32,Chinook,410,Anchor River,9
2017,7/25/17,10,Chinook,410,Anchor River,9
2017,7/26/17,13,Chinook,410,Anchor River,9
2017,7/27/17,20,Chinook,410,Anchor River,9
2017,7/28/17,20,Chinook,410,Anchor River,9
2017,7/29/17,20,Chinook,410,Anchor River,9
2017,7/30/17,23,Chinook,410,Anchor River,9
2017,7/31/17,13,Chinook,410,Anchor River,9
2017,8/1/17,8,Chinook,410,Anchor River,9
2017,8/2/17,9,Chinook,410,Anchor River,9
2017,8/3/17,10,Chinook,410,Anchor River,9
2017,8/4/17,7,Chinook,410,Anchor River,9
2016,5/3/16,0,Chinook,410,Anchor River,9
2016,5/4/16,1,Chinook,410,Anchor River,9
2016,5/5/16,1,Chinook,410,Anchor River,9
2016,5/6/16,1,Chinook,410,Anchor River,9
2016,5/7/16,1,Chinook,410,Anchor River,9
2016,5/8/16,0,Chinook,410,Anchor River,9
2016,5/9/16,3,Chinook,410,Anchor River,9
2016,5/10/16,22,Chinook,410,Anchor River,9
2016,5/11/16,25,Chinook,410,Anchor River,9
2016,5/12/16,30,Chinook,410,Anchor River,9
2016,5/13/16,23,Chinook,410,Anchor River,9
2016,5/14/16,34,Chinook,410,Anchor River,9
2016,5/15/16,44,Chinook,410,Anchor River,9
2016,5/16/16,38,Chinook,410,Anchor River,9
2016,5/17/16,26,Chinook,410,Anchor River,9
2016,5/18/16,49,Chinook,410,Anchor River,9
2016,5/19/16,27,Chinook,410,Anchor River,9
2016,5/20/16,68,Chinook,410,Anchor River,9
2016,5/21/16,16,Chinook,410,Anchor River,9
2016,5/22/16,93,Chinook,410,Anchor River,9
2016,5/23/16,133,Chinook,410,Anchor River,9
2016,5/24/16,56,Chinook,410,Anchor River,9
2016,5/25/16,59,Chinook,410,Anchor River,9
2016,5/26/16,97,Chinook,410,Anchor River,9
2016,5/27/16,89,Chinook,410,Anchor River,9
2016,5/28/16,80,Chinook,410,Anchor River,9
2016,5/29/16,201,Chinook,410,Anchor River,9
2016,5/30/16,149,Chinook,410,Anchor River,9
2016,5/31/16,142,Chinook,410,Anchor River,9
2016,6/1/16,106,Chinook,410,Anchor River,9
2016,6/2/16,150,Chinook,410,Anchor River,9
2016,6/3/16,152,Chinook,410,Anchor River,9
2016,6/4/16,58,Chinook,410,Anchor River,9
2016,6/5/16,202,Chinook,410,Anchor River,9
2016,6/6/16,150,Chinook,410,Anchor River,9
2016,6/7/16,139,Chinook,410,Anchor River,9
2016,6/8/16,144,Chinook,410,Anchor River,9
2016,6/9/16,234,Chinook,410,Anchor River,9
2016,6/10/16,179,Chinook,410,Anchor River,9
2016,6/11/16,69,Chinook,410,Anchor River,9
2016,6/12/16,176,Chinook,410,Anchor River,9
2016,6/13/16,218,Chinook,410,Anchor River,9
2016,6/14/16,151,Chinook,410,Anchor River,9
2016,6/15/16,88,Chinook,410,Anchor River,9
2016,6/16/16,215,Chinook,410,Anchor River,9
2016,6/17/16,220,Chinook,410,Anchor River,9
2016,6/18/16,97,Chinook,410,Anchor River,9
2016,6/19/16,190,Chinook,410,Anchor River,9
2016,6/20/16,207,Chinook,410,Anchor River,9
2016,6/21/16,111,Chinook,410,Anchor River,9
2016,6/22/16,106,Chinook,410,Anchor River,9
2016,6/23/16,250,Chinook,410,Anchor River,9
2016,6/24/16,79,Chinook,410,Anchor River,9
2016,6/25/16,77,Chinook,410,Anchor River,9
2016,6/26/16,61,Chinook,410,Anchor River,9
2016,6/27/16,134,Chinook,410,Anchor River,9
2016,6/28/16,78,Chinook,410,Anchor River,9
2016,6/29/16,71,Chinook,410,Anchor River,9
2016,6/30/16,82,Chinook,410,Anchor River,9
2016,7/1/16,38,Chinook,410,Anchor River,9
2016,7/2/16,56,Chinook,410,Anchor River,9
2016,7/3/16,106,Chinook,410,Anchor River,9
2016,7/4/16,86,Chinook,410,Anchor River,9
2016,7/5/16,71,Chinook,410,Anchor River,9
2016,7/6/16,50,Chinook,410,Anchor River,9
2016,7/7/16,302,Chinook,410,Anchor River,9
2016,7/8/16,46,Chinook,410,Anchor River,9
2016,7/9/16,50,Chinook,410,Anchor River,9
2016,7/10/16,32,Chinook,410,Anchor River,9
2016,7/11/16,112,Chinook,410,Anchor River,9
2016,7/12/16,34,Chinook,410,Anchor River,9
2016,7/13/16,36,Chinook,410,Anchor River,9
2016,7/14/16,20,Chinook,410,Anchor River,9
2016,7/15/16,46,Chinook,410,Anchor River,9
2016,7/16/16,17,Chinook,410,Anchor River,9
2016,7/17/16,44,Chinook,410,Anchor River,9
2016,7/18/16,70,Chinook,410,Anchor River,9
2016,7/19/16,35,Chinook,410,Anchor River,9
2016,7/20/16,39,Chinook,410,Anchor River,9
2016,7/21/16,14,Chinook,410,Anchor River,9
2016,7/22/16,12,Chinook,410,Anchor River,9
2016,7/23/16,15,Chinook,410,Anchor River,9
2016,7/24/16,9,Chinook,410,Anchor River,9
2016,7/25/16,11,Chinook,410,Anchor River,9
2016,7/26/16,18,Chinook,410,Anchor River,9
2016,7/27/16,9,Chinook,410,Anchor River,9
2016,7/28/16,13,Chinook,410,Anchor River,9
2016,7/29/16,24,Chinook,410,Anchor River,9
2016,7/30/16,15,Chinook,410,Anchor River,9
2016,7/31/16,18,Chinook,410,Anchor River,9
2016,8/1/16,17,Chinook,410,Anchor River,9
2016,8/2/16,16,Chinook,410,Anchor River,9
2016,8/3/16,11,Chinook,410,Anchor River,9
2015,5/11/15,1,Chinook,410,Anchor River,9
2015,5/12/15,0,Chinook,410,Anchor River,9
2015,5/13/15,0,Chinook,410,Anchor River,9
2015,5/14/15,2,Chinook,410,Anchor River,9
2015,5/15/15,0,Chinook,410,Anchor River,9
2015,5/16/15,5,Chinook,410,Anchor River,9
2015,5/17/15,16,Chinook,410,Anchor River,9
2015,5/18/15,24,Chinook,410,Anchor River,9
2015,5/19/15,26,Chinook,410,Anchor River,9
2015,5/20/15,34,Chinook,410,Anchor River,9
2015,5/21/15,57,Chinook,410,Anchor River,9
2015,5/22/15,77,Chinook,410,Anchor River,9
2015,5/23/15,24,Chinook,410,Anchor River,9
2015,5/24/15,64,Chinook,410,Anchor River,9
2015,5/25/15,79,Chinook,410,Anchor River,9
2015,5/26/15,97,Chinook,410,Anchor River,9
2015,5/27/15,56,Chinook,410,Anchor River,9
2015,5/28/15,59,Chinook,410,Anchor River,9
2015,5/29/15,249,Chinook,410,Anchor River,9
2015,5/30/15,127,Chinook,410,Anchor River,9
2015,5/31/15,333,Chinook,410,Anchor River,9
2015,6/1/15,269,Chinook,410,Anchor River,9
2015,6/2/15,225,Chinook,410,Anchor River,9
2015,6/3/15,122,Chinook,410,Anchor River,9
2015,6/4/15,215,Chinook,410,Anchor River,9
2015,6/5/15,230,Chinook,410,Anchor River,9
2015,6/6/15,337,Chinook,410,Anchor River,9
2015,6/7/15,406,Chinook,410,Anchor River,9
2015,6/8/15,124,Chinook,410,Anchor River,9
2015,6/9/15,180,Chinook,410,Anchor River,9
2015,6/10/15,654,Chinook,410,Anchor River,9
2015,6/11/15,347,Chinook,410,Anchor River,9
2015,6/12/15,134,Chinook,410,Anchor River,9
2015,6/13/15,74,Chinook,410,Anchor River,9
2015,6/14/15,318,Chinook,410,Anchor River,9
2015,6/15/15,344,Chinook,410,Anchor River,9
2015,6/16/15,489,Chinook,410,Anchor River,9
2015,6/17/15,73,Chinook,410,Anchor River,9
2015,6/18/15,266,Chinook,410,Anchor River,9
2015,6/19/15,168,Chinook,410,Anchor River,9
2015,6/20/15,131,Chinook,410,Anchor River,9
2015,6/21/15,118,Chinook,410,Anchor River,9
2015,6/22/15,77,Chinook,410,Anchor River,9
2015,6/23/15,110,Chinook,410,Anchor River,9
2015,6/24/15,142,Chinook,410,Anchor River,9
2015,6/25/15,106,Chinook,410,Anchor River,9
2015,6/26/15,125,Chinook,410,Anchor River,9
2015,6/27/15,110,Chinook,410,Anchor River,9
2015,6/28/15,71,Chinook,410,Anchor River,9
2015,6/29/15,120,Chinook,410,Anchor River,9
2015,6/30/15,100,Chinook,410,Anchor River,9
2015,7/1/15,321,Chinook,410,Anchor River,9
2015,7/2/15,161,Chinook,410,Anchor River,9
2015,7/3/15,160,Chinook,410,Anchor River,9
2015,7/4/15,160,Chinook,410,Anchor River,9
2015,7/5/15,399,Chinook,410,Anchor River,9
2015,7/6/15,49,Chinook,410,Anchor River,9
2015,7/7/15,58,Chinook,410,Anchor River,9
2015,7/8/15,128,Chinook,410,Anchor River,9
2015,7/9/15,63,Chinook,410,Anchor River,9
2015,7/10/15,140,Chinook,410,Anchor River,9
2015,7/11/15,93,Chinook,410,Anchor River,9
2015,7/12/15,64,Chinook,410,Anchor River,9
2015,7/13/15,253,Chinook,410,Anchor River,9
2015,7/14/15,47,Chinook,410,Anchor River,9
2015,7/15/15,34,Chinook,410,Anchor River,9
2015,7/16/15,24,Chinook,410,Anchor River,9
2015,7/17/15,40,Chinook,410,Anchor River,9
2015,7/18/15,18,Chinook,410,Anchor River,9
2015,7/19/15,13,Chinook,410,Anchor River,9
2015,7/20/15,24,Chinook,410,Anchor River,9
2015,7/21/15,18,Chinook,410,Anchor River,9
2015,7/22/15,4,Chinook,410,Anchor River,9
2015,7/23/15,57,Chinook,410,Anchor River,9
2015,7/24/15,23,Chinook,410,Anchor River,9
2015,7/25/15,15,Chinook,410,Anchor River,9
2015,7/26/15,11,Chinook,410,Anchor River,9
2015,7/27/15,12,Chinook,410,Anchor River,9
2015,7/28/15,23,Chinook,410,Anchor River,9
2015,7/29/15,18,Chinook,410,Anchor River,9
2015,7/30/15,34,Chinook,410,Anchor River,9
2015,7/31/15,20,Chinook,410,Anchor River,9
2015,8/1/15,12,Chinook,410,Anchor River,9
2015,8/2/15,15,Chinook,410,Anchor River,9
2015,8/3/15,14,Chinook,410,Anchor River,9
2015,8/4/15,8,Chinook,410,Anchor River,9
2014,5/13/14,1,Chinook,410,Anchor River,9
2014,5/14/14,1,Chinook,410,Anchor River,9
2014,5/15/14,0,Chinook,410,Anchor River,9
2014,5/16/14,4,Chinook,410,Anchor River,9
2014,5/17/14,10,Chinook,410,Anchor River,9
2014,5/18/14,6,Chinook,410,Anchor River,9
2014,5/19/14,6,Chinook,410,Anchor River,9
2014,5/20/14,7,Chinook,410,Anchor River,9
2014,5/21/14,1,Chinook,410,Anchor River,9
2014,5/22/14,10,Chinook,410,Anchor River,9
2014,5/23/14,14,Chinook,410,Anchor River,9
2014,5/24/14,10,Chinook,410,Anchor River,9
2014,5/25/14,75,Chinook,410,Anchor River,9
2014,5/26/14,80,Chinook,410,Anchor River,9
2014,5/27/14,15,Chinook,410,Anchor River,9
2014,5/28/14,51,Chinook,410,Anchor River,9
2014,5/29/14,58,Chinook,410,Anchor River,9
2014,5/30/14,114,Chinook,410,Anchor River,9
2014,5/31/14,30,Chinook,410,Anchor River,9
2014,6/1/14,7,Chinook,410,Anchor River,9
2014,6/2/14,12,Chinook,410,Anchor River,9
2014,6/3/14,98,Chinook,410,Anchor River,9
2014,6/4/14,43,Chinook,410,Anchor River,9
2014,6/5/14,56,Chinook,410,Anchor River,9
2014,6/6/14,20,Chinook,410,Anchor River,9
2014,6/7/14,22,Chinook,410,Anchor River,9
2014,6/8/14,98,Chinook,410,Anchor River,9
2014,6/9/14,52,Chinook,410,Anchor River,9
2014,6/10/14,48,Chinook,410,Anchor River,9
2014,6/11/14,50,Chinook,410,Anchor River,9
2014,6/12/14,26,Chinook,410,Anchor River,9
2014,6/13/14,84,Chinook,410,Anchor River,9
2014,6/14/14,82,Chinook,410,Anchor River,9
2014,6/15/14,47,Chinook,410,Anchor River,9
2014,6/16/14,15,Chinook,410,Anchor River,9
2014,6/17/14,13,Chinook,410,Anchor River,9
2014,6/18/14,73,Chinook,410,Anchor River,9
2014,6/19/14,37,Chinook,410,Anchor River,9
2014,6/20/14,65,Chinook,410,Anchor River,9
2014,6/21/14,56,Chinook,410,Anchor River,9
2014,6/22/14,83,Chinook,410,Anchor River,9
2014,6/23/14,39,Chinook,410,Anchor River,9
2014,6/24/14,24,Chinook,410,Anchor River,9
2014,6/25/14,11,Chinook,410,Anchor River,9
2014,6/26/14,11,Chinook,410,Anchor River,9
2014,6/27/14,16,Chinook,410,Anchor River,9
2014,6/28/14,11,Chinook,410,Anchor River,9
2014,6/29/14,5,Chinook,410,Anchor River,9
2014,6/30/14,23,Chinook,410,Anchor River,9
2014,7/1/14,6,Chinook,410,Anchor River,9
2014,7/2/14,7,Chinook,410,Anchor River,9
2014,7/3/14,3,Chinook,410,Anchor River,9
2014,7/4/14,20,Chinook,410,Anchor River,9
2014,7/5/14,43,Chinook,410,Anchor River,9
2014,7/6/14,37,Chinook,410,Anchor River,9
2014,7/7/14,24,Chinook,410,Anchor River,9
2014,7/8/14,6,Chinook,410,Anchor River,9
2014,7/9/14,8,Chinook,410,Anchor River,9
2014,7/10/14,49,Chinook,410,Anchor River,9
2014,7/11/14,257,Chinook,410,Anchor River,9
2014,7/12/14,19,Chinook,410,Anchor River,9
2014,7/13/14,8,Chinook,410,Anchor River,9
2014,7/14/14,14,Chinook,410,Anchor River,9
2014,7/15/14,16,Chinook,410,Anchor River,9
2014,7/16/14,18,Chinook,410,Anchor River,9
2014,7/17/14,20,Chinook,410,Anchor River,9
2014,7/18/14,11,Chinook,410,Anchor River,9
2014,7/19/14,10,Chinook,410,Anchor River,9
2014,7/20/14,9,Chinook,410,Anchor River,9
2014,7/21/14,5,Chinook,410,Anchor River,9
2014,7/22/14,10,Chinook,410,Anchor River,9
2014,7/23/14,7,Chinook,410,Anchor River,9
2014,7/24/14,6,Chinook,410,Anchor River,9
2014,7/25/14,11,Chinook,410,Anchor River,9
2014,7/26/14,25,Chinook,410,Anchor River,9
2014,7/27/14,27,Chinook,410,Anchor River,9
2014,7/28/14,13,Chinook,410,Anchor River,9
2014,7/29/14,62,Chinook,410,Anchor River,9
2014,7/30/14,10,Chinook,410,Anchor River,9
